-0.673746	0.94418	-0.394908	-1.62719	-1.42966	-2.54746	
-0.674924	0.944307	-0.394483	-1.62772	-1.43063	-2.54807	
-0.676102	0.944437	-0.394065	-1.62825	-1.43161	-2.54869	
-0.677281	0.94457	-0.393652	-1.62878	-1.43258	-2.54929	
-0.67846	0.944708	-0.393246	-1.62931	-1.43355	-2.5499	
-0.679638	0.944848	-0.392846	-1.62985	-1.43452	-2.55051	
-0.680816	0.944992	-0.392453	-1.63039	-1.43549	-2.55111	
-0.681999	0.94514	-0.392064	-1.63093	-1.43646	-2.55171	
-0.683178	0.945291	-0.391683	-1.63147	-1.43743	-2.55231	
-0.684356	0.945446	-0.391308	-1.63201	-1.4384	-2.5529	
-0.685367	0.945849	-0.391263	-1.63247	-1.43923	-2.55341	
-0.686298	0.946761	-0.39179	-1.63291	-1.43999	-2.55384	
-0.687103	0.948055	-0.392685	-1.63327	-1.44065	-2.55429	
-0.687747	0.949623	-0.39381	-1.63355	-1.44117	-2.55477	
-0.688208	0.951293	-0.394916	-1.63372	-1.44153	-2.55536	
-0.68847	0.952959	-0.395873	-1.63376	-1.4417	-2.55609	
-0.688513	0.954476	-0.396491	-1.63367	-1.44168	-2.55699	
-0.688336	0.955766	-0.396713	-1.63344	-1.44147	-2.55806	
-0.687949	0.95678	-0.396525	-1.63308	-1.44106	-2.55925	
-0.687366	0.957478	-0.39595	-1.63261	-1.44049	-2.5605	
-0.686604	0.95786	-0.395037	-1.63204	-1.43977	-2.56176	
-0.685705	0.957982	-0.393958	-1.6314	-1.43894	-2.56293	
-0.684702	0.9579	-0.392884	-1.63074	-1.43803	-2.56387	
-0.683631	0.957688	-0.391985	-1.63008	-1.43709	-2.56451	
-0.682537	0.957451	-0.391468	-1.62947	-1.43615	-2.56474	
-0.68147	0.957284	-0.391526	-1.62893	-1.43526	-2.56446	
-0.680293	0.957128	-0.3919	-1.62838	-1.4343	-2.56387	
-0.679116	0.956975	-0.392279	-1.62783	-1.43334	-2.56327	
-0.677935	0.956826	-0.392667	-1.62728	-1.43237	-2.56267	
-0.676758	0.95668	-0.393059	-1.62674	-1.43141	-2.56207	
-0.675581	0.956538	-0.393457	-1.62619	-1.43045	-2.56147	
-0.674404	0.956399	-0.393862	-1.62565	-1.42948	-2.56087	
-0.673227	0.956264	-0.394273	-1.62511	-1.42852	-2.56026	
-0.67205	0.956132	-0.39469	-1.62457	-1.42755	-2.55966	
-0.670873	0.956003	-0.395113	-1.62403	-1.42659	-2.55905	
-0.669874	0.955921	-0.395756	-1.62361	-1.42578	-2.55827	
-0.668981	0.955921	-0.396951	-1.62331	-1.42509	-2.55702	
-0.668224	0.955917	-0.398475	-1.62314	-1.42453	-2.55545	
-0.667629	0.955813	-0.4001	-1.62309	-1.42411	-2.55367	
-0.667218	0.95554	-0.401634	-1.62314	-1.42386	-2.55183	
-0.667001	0.955047	-0.402888	-1.62329	-1.42377	-2.55006	
-0.666982	0.954283	-0.403674	-1.62351	-1.42383	-2.54849	
-0.667166	0.953249	-0.403934	-1.62379	-1.42406	-2.54719	
-0.667541	0.951985	-0.403645	-1.62413	-1.42443	-2.54623	
-0.668096	0.950539	-0.40282	-1.6245	-1.42493	-2.54563	
-0.668808	0.948988	-0.401526	-1.62491	-1.42556	-2.5454	
-0.669655	0.947471	-0.399968	-1.62534	-1.42628	-2.54548	
-0.670607	0.946091	-0.398293	-1.62578	-1.42707	-2.54582	
-0.671631	0.945013	-0.396771	-1.62625	-1.42792	-2.54632	
-0.672689	0.944337	-0.395566	-1.62671	-1.42879	-2.54691	
-0.673746	0.94418	-0.394908	-1.62719	-1.42966	-2.54746	
