-1,-1,-1,-1,4.0052,-1,-1,-1,-1,-1,-1,73.0626,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,96.3703,-1,-1,-1,-1,-1,-1
-1,-1,94.929,45.531,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.0275,-1
-1,-1,31.5685,35.8761,-1,-1,-1,-1,35.0383,-1,-1,-1,-1,-1,11.328
-1,-1,-1,-1,-1,-1,-1,32.5386,-1,38.7471,-1,-1,62.7695,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,24.0046,39.4385,-1,-1,47.9416,-1,-1
-1,-1,-1,62.7555,23.5847,-1,-1,63.6206,-1,49.8105,-1,-1,69.2609,93.9363,-1
-1,-1,31.324,-1,-1,-1,-1,-1,-1,84.0459,12.3236,-1,-1,-1,76.2864
-1,-1,-1,-1,-1,-1,80.2818,-1,-1,24.2718,-1,-1,-1,52.9211,4.19841
-1,46.9525,7.14752,-1,11.5848,-1,-1,-1,-1,-1,51.0259,-1,58.6718,-1,-1
-1,-1,8.58185,-1,-1,-1,-1,-1,-1,-1,-1,92.3929,-1,-1,83.1636
-1,-1,-1,-1,-1,44.9448,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,29.7668,-1,-1,25.8044,21.3923,-1,2.06043,-1,-1,62.8008,-1,-1
-1,-1,-1,15.2096,-1,-1,-1,38.8315,-1,-1,-1,-1,54.8257,63.7155,-1
-1,-1,-1,55.0307,-1,-1,38.6145,-1,-1,-1,-1,-1,95.946,-1,-1
-1,-1,-1,-1,-1,23.2787,83.8461,84.4235,-1,-1,-1,-1,6.78185,-1,-1
-1,25.7727,-1,-1,78.8551,8.52087,-1,21.0793,-1,80.6766,-1,-1,-1,-1,-1
-1,-1,-1,-1,94.3913,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
53.1033,54.4803,-1,-1,48.4837,-1,39.4271,-1,-1,-1,93.0664,-1,-1,-1,-1
-1,-1,-1,-1,-1,21.7678,-1,-1,-1,-1,29.3335,-1,-1,-1,-1
-1,-1,-1,-1,-1,56.3938,12.7693,11.9302,64.4884,-1,-1,4.96151,-1,-1,86.3939
91.2105,44.5616,-1,-1,53.8459,-1,-1,-1,31.3263,3.4854,-1,-1,45.348,13.2459,41.0264
-1,22.0874,-1,53.1667,-1,-1,-1,28.1777,-1,-1,-1,45.0858,-1,-1,116.29
54.0189,-1,-1,51.1151,67.9999,-1,6.41916,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,65.8224,-1,-1,-1,44.1147,54.3723,-1,44.6432
