-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.4912,-1,-1,99.5312,-1
-1,-1,27.8245,-1,8.64028,-1,-1,-1,63.0453,-1,-1,-1,-1,92.542,5.44618
-1,102.304,102.301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,54.5233,29.6556,79.5494,-1,-1,-1,89.931,3.2896,35.1525,27.3689,43.9767,-1,47.6235,80.7994
-1,-1,-1,-1,-1,105.543,-1,-1,-1,-1,-1,103.248,-1,-1,-1
48.0041,-1,-1,51.4,-1,35.1691,-1,-1,-1,-1,96.4538,-1,-1,8.10662,94.9729
69.3067,-1,-1,70.7483,-1,-1,-1,-1,-1,53.0061,-1,-1,58.736,5.22211,89.312
-1,-1,-1,53.0102,25.7293,-1,-1,104.2,-1,-1,-1,-1,-1,-1,14.605
-1,93.6247,-1,45.1213,-1,104.705,-1,84.1328,65.201,21.4657,84.016,-1,-1,-1,-1
11.6081,-1,-1,-1,40.5573,82.7064,-1,-1,-1,63.058,-1,-1,-1,-1,52.3121
-1,16.3172,-1,65.2597,-1,58.7909,43.4493,-1,-1,51.7437,-1,-1,-1,-1,-1
-1,47.096,-1,32.5586,35.9188,55.2849,50.9,-1,-1,-1,-1,-1,7.52523,-1,-1
-1,-1,-1,-1,-1,-1,69.8377,3.64675,-1,-1,-1,62.9095,-1,52.7149,55.9782
85.1575,-1,56.1197,-1,-1,-1,97.5627,-1,42.6114,-1,-1,-1,-1,-1,89.6064
-1,50.1935,69.026,-1,3.44826,-1,-1,-1,21.6052,-1,54.7566,64.032,35.6686,-1,53.3533
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,13.0598,55.0951,-1,-1,-1,-1,-1,-1,-1,59.2908,-1,-1,-1,-1
65.162,47.3628,-1,-1,31.6679,28.0128,89.2595,-1,-1,46.56,29.6094,-1,28.5953,50.2474,-1
-1,-1,-1,67.6269,-1,-1,-1,-1,63.7309,13.1866,-1,-1,-1,59.5437,-1
-1,-1,-1,-1,51.0107,76.0947,44.1611,-1,34.5076,-1,8.01388,-1,-1,-1,-1
-1,-1,103.704,-1,46.0693,13.1737,67.7838,-1,-1,56.3238,55.921,-1,-1,66.969,-1
-1,60.2867,105.198,83.1466,-1,-1,-1,-1,103.407,75.2054,82.591,-1,63.9419,5.90373,57.5205
-1,-1,46.7696,-1,-1,55.8718,-1,94.0947,-1,49.8333,64.6676,-1,-1,-1,-1
56.3151,-1,80.6366,105.891,-1,-1,59.7703,99.9477,-1,-1,112.985,-1,-1,68.0982,60.9505
-1,-1,90.5832,99.2577,112.474,45.9933,39.425,11.3625,-1,57.3634,-1,60.4541,109.455,-1,-1
46.5476,13.6932,-1,47.029,-1,-1,-1,12.0995,-1,-1,105.071,24.0364,32.887,-1,43.6077
-1,47.9213,32.2555,5.58715,-1,62.2753,101.797,-1,-1,47.3933,-1,-1,51.2308,-1,32.3419
46.4283,-1,-1,-1,-1,19.2851,42.6551,-1,111.062,-1,67.6071,14.0702,50.6702,-1,-1
34.1997,-1,42.9229,64.591,-1,52.9737,51.3927,-1,-1,-1,-1,14.9939,-1,-1,55.9489
-1,-1,-1,-1,17.2501,-1,-1,-1,8.35582,-1,-1,-1,-1,61.5588,-1
57.792,-1,38.2592,94.6471,-1,34.7828,-1,-1,64.9425,-1,112.895,-1,-1,-1,-1
-1,-1,-1,104.584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
111.558,-1,37.2176,-1,-1,-1,60.4804,-1,-1,25.8525,-1,-1,-1,-1,67.5659
-1,-1,49.421,-1,-1,85.1526,65.811,-1,-1,-1,-1,-1,-1,-1,36.3806
-1,-1,-1,53.923,92.2402,89.2708,40.2324,-1,22.5209,59.3697,-1,-1,-1,-1,111.992
62.721,-1,112.68,106.751,83.7779,102.393,51.2155,35.3446,-1,45.9734,54.485,-1,-1,-1,-1
11.7098,57.1111,-1,7.74343,42.8306,44.2951,-1,-1,-1,-1,64.3361,-1,-1,-1,-1
56.3237,-1,29.5877,55.0956,40.9633,-1,37.0791,68.8265,58.4982,-1,-1,-1,53.6454,-1,50.0457
-1,51.3532,-1,72.5135,-1,50.4549,-1,50.8949,22.9002,88.9217,83.7218,-1,100.149,59.2315,71.9482
-1,6.84958,66.4424,30.7667,-1,-1,45.6138,14.9435,-1,-1,72.7175,115.035,87.4766,13.8014,-1
-1,74.0463,93.9783,-1,-1,111.535,9.63129,61.4211,71.4175,-1,-1,97.976,115.007,-1,34.0923
70.2898,-1,15.614,108.442,76.4831,77.9242,-1,-1,87.6083,42.4533,-1,-1,114.914,62.9592,-1
-1,20.561,-1,44.3021,26.083,47.493,65.6877,-1,51.706,46.2782,-1,42.1651,-1,56.894,57.7731
-1,-1,-1,-1,-1,111.024,-1,-1,-1,-1,-1,-1,-1,-1,-1
82.3886,57.1351,10.9769,6.66866,-1,4.40404,105.79,3.84707,91.5426,-1,103.895,60.5019,44.5904,69.2307,-1
99.6857,-1,4.18467,101.514,111.773,92.3415,-1,79.527,-1,-1,86.2329,-1,67.9382,-1,64.1772
43.633,-1,83.2938,88.4609,115.462,-1,-1,-1,-1,85.7965,114.841,-1,-1,106.209,76.5628
-1,44.473,-1,49.1365,115.12,47.9002,71.7942,85.1776,65.4368,-1,104.655,96.5605,-1,-1,-1
-1,-1,-1,-1,-1,78.4877,86.9956,93.4107,-1,-1,60.6106,-1,72.578,61.0194,-1
-1,-1,-1,-1,42.4486,-1,-1,-1,-1,48.1217,-1,-1,68.8076,5.95648,77.9791
-1,39.1809,-1,52.3959,-1,-1,-1,-1,-1,-1,109.743,30.8369,-1,-1,91.5339
-1,54.8086,-1,-1,-1,115.858,115.476,56.3099,-1,86.1245,112.321,24.1786,-1,-1,-1
-1,-1,-1,20.2237,-1,62.5199,82.1137,63.9873,-1,115.797,-1,-1,75.4809,-1,-1
-1,-1,98.3201,52.6514,-1,-1,79.3743,-1,44.6808,83.7121,-1,114.194,-1,-1,-1
-1,5.34184,-1,93.383,64.3675,60.1131,19.5309,-1,-1,54.4606,-1,44.4887,-1,69.6736,115.084
-1,43.0333,-1,54.5904,-1,57.0823,57.3185,9.28378,29.3784,-1,53.3201,101.264,-1,-1,78.2456
-1,57.9345,10.2489,104.779,111,-1,44.1704,-1,-1,-1,52.1032,49.7754,-1,91.5588,-1
99.7589,42.3269,-1,114.54,-1,51.8832,-1,45.3554,53.1145,-1,-1,-1,-1,-1,68.7925
-1,86.0001,53.2261,-1,-1,62.5414,57.7274,48.6732,-1,-1,-1,79.9895,54.8296,-1,-1
-1,-1,57.9138,-1,13.9527,-1,109.585,41.2241,-1,58.6207,-1,81.2047,-1,54.8394,42.4631
18.5368,100.118,-1,104.259,-1,-1,106.505,-1,33.1565,-1,-1,57.758,111.729,108.833,61.6865
90.1994,114.795,-1,54.9457,-1,-1,96.6934,-1,70.6661,-1,-1,-1,-1,6.90573,74.1094
-1,-1,-1,43.8229,52.0633,-1,-1,-1,39.6227,-1,114.165,-1,77.518,-1,106.832
-1,111.856,40.9683,63.0385,91.0908,48.4047,-1,-1,-1,106.368,63.789,-1,-1,114.153,112.844
73.4033,112.575,37.9066,-1,21.7415,112.191,93.2263,48.2191,-1,20.6219,-1,36.7814,26.8914,15.3877,114.294
-1,108.279,60.0647,111.854,-1,77.2799,-1,36.822,100.628,42.5536,-1,-1,80.4859,76.7372,-1
67.6758,86.7392,24.9872,-1,76.8018,-1,-1,90.4297,57.5538,56.1943,47.8111,-1,86.827,-1,-1
-1,-1,7.90716,85.4849,107.182,-1,26.9951,36.3534,-1,8.12943,62.639,84.7512,115.02,8.14542,109.425
-1,-1,48.6616,-1,87.5392,63.0927,-1,-1,46.2393,-1,-1,97.5356,67.5598,-1,47.3016
69.5011,-1,73.6946,-1,84.398,1.44275,112.47,36.5483,21.5578,-1,62.7079,104.023,-1,-1,-1
53.4273,-1,-1,-1,-1,44.3963,105.928,111.312,-1,-1,-1,76.1559,78.8624,84.2492,110.253
-1,-1,110.063,-1,-1,-1,28.0293,111.516,78.8153,-1,102.758,95.2565,70.2711,-1,56.9369
73.8344,-1,115.613,60.3733,66.3183,-1,54.6993,114.635,101.934,87.3846,67.8731,63.7209,25.5748,-1,-1
-1,12.1117,109.659,-1,100.494,23.8077,-1,-1,87.7493,18.3766,56.2091,87.2444,113.043,97.0768,73.3474
-1,115.624,72.8839,-1,30.8547,-1,23.1908,57.3041,54.4419,72.4719,83.4657,7.74668,79.1337,6.05177,31.8696
-1,71.5229,-1,-1,-1,-1,-1,-1,61.8864,75.4235,63.5716,115.202,31.5531,92.0711,86.0493
67.1166,-1,52.8961,-1,-1,-1,55.5001,51.6236,100.157,51.0916,73.3992,79.8464,-1,31.2416,89.2461
81.2244,16.5868,53.8076,-1,-1,-1,-1,97.4986,50.782,-1,-1,89.0852,-1,-1,-1
-1,7.93501,110.773,-1,59.376,-1,98.2128,115.523,114.824,13.8012,-1,52.1433,96.3598,96.8802,58.4047
26.1214,43.6233,79.6506,60.6127,63.1279,-1,114.719,115.88,85.8475,-1,19.8176,-1,22.2182,104.411,-1
-1,48.8176,115.921,20.2213,110.232,57.7007,58.9999,49.5323,33.6488,115.969,111.657,-1,47.6346,51.1141,113.35
-1,-1,96.6985,-1,31.4605,-1,45.3881,-1,-1,77.5902,30.1056,-1,-1,-1,-1
-1,109.791,91.1273,-1,62.1268,46.364,-1,42.365,50.241,-1,52.2543,-1,77.7511,-1,-1
87.7271,-1,-1,114.361,-1,101.458,115.466,-1,-1,54.49,115.011,54.5185,74.3202,35.7677,102.538
-1,-1,66.2575,64.7158,19.9771,-1,43.6787,-1,83.2039,-1,95.609,-1,-1,84.685,114.113
-1,115.76,-1,-1,93.07,115.261,-1,30.2299,115.096,41.4445,113.112,114.437,-1,-1,112.596
68.3347,50.8313,99.9486,105.816,-1,7.04803,51.5711,36.435,60.313,-1,59.4049,-1,-1,60.9897,-1
47.2481,61.2987,115.021,-1,-1,42.8344,-1,-1,-1,-1,65.6697,95.1297,-1,55.8481,56.7174
58.5769,-1,58.1086,79.9439,-1,62.2222,-1,63.1366,109.945,41.1537,91.9124,110.363,-1,5.71684,-1
-1,-1,113.355,62.0919,-1,47.4453,32.2202,109.157,-1,-1,40.5983,65.4426,45.8787,-1,-1
49.3649,-1,116.018,59.9937,-1,-1,-1,100.616,-1,-1,87.6037,43.8478,-1,92.028,65.0031
113.27,15.0144,101.573,105.159,39.308,94.9949,49.0648,-1,68.9521,40.9971,49.9832,-1,109.736,39.7308,-1
50.0702,94.6676,60.1038,-1,58.5547,54.2822,84.8318,71.8803,-1,101.872,103.04,111.245,-1,52.0938,33.8861
111.496,-1,87.0862,42.3853,-1,43.1418,-1,64.0726,74.9142,62.0604,-1,6.23672,40.1654,47.6275,-1
