-0.470449	1.1089	-0.237012	-1.2226	1.23164	0.751951	
-0.471557	1.10809	-0.236822	-1.22315	1.23118	0.751075	
-0.472665	1.10728	-0.236637	-1.22371	1.23072	0.750197	
-0.473773	1.10648	-0.236458	-1.22426	1.23026	0.749315	
-0.474881	1.10567	-0.236285	-1.22481	1.2298	0.748431	
-0.475988	1.10488	-0.236117	-1.22536	1.22934	0.747544	
-0.477094	1.10408	-0.235955	-1.22591	1.22888	0.746654	
-0.478206	1.10328	-0.235798	-1.22645	1.22842	0.745758	
-0.479312	1.1025	-0.235648	-1.227	1.22796	0.744862	
-0.480418	1.10171	-0.235503	-1.22754	1.22751	0.743964	
-0.481447	1.10127	-0.235652	-1.22804	1.22708	0.743135	
-0.482547	1.10132	-0.236346	-1.22858	1.22662	0.742243	
-0.483675	1.10181	-0.237398	-1.22916	1.22612	0.741414	
-0.484786	1.10265	-0.238676	-1.22977	1.22558	0.740724	
-0.485839	1.10373	-0.23995	-1.23042	1.22501	0.740283	
-0.486801	1.10496	-0.241095	-1.2311	1.22439	0.740145	
-0.487628	1.10623	-0.241933	-1.23182	1.22374	0.740389	
-0.488289	1.10747	-0.242401	-1.23253	1.22308	0.741019	
-0.488764	1.10865	-0.242479	-1.23323	1.22242	0.742011	
-0.489026	1.10971	-0.242175	-1.23388	1.22181	0.743318	
-0.489071	1.11063	-0.241526	-1.23445	1.22126	0.744887	
-0.488902	1.11144	-0.240678	-1.23491	1.22082	0.746591	
-0.488516	1.11215	-0.239775	-1.2352	1.22052	0.748304	
-0.487926	1.11281	-0.238966	-1.2353	1.2204	0.74991	
-0.487159	1.11346	-0.238434	-1.23518	1.22047	0.751275	
-0.486244	1.11416	-0.238352	-1.23481	1.22077	0.75226	
-0.485137	1.11495	-0.238499	-1.23427	1.22123	0.753152	
-0.484031	1.11574	-0.238652	-1.23372	1.22168	0.754042	
-0.482919	1.11653	-0.238812	-1.23317	1.22214	0.754933	
-0.481812	1.11733	-0.238976	-1.23262	1.2226	0.755817	
-0.480705	1.11813	-0.239146	-1.23207	1.22306	0.756698	
-0.479596	1.11893	-0.239322	-1.23152	1.22352	0.757577	
-0.478488	1.11974	-0.239504	-1.23096	1.22397	0.758453	
-0.477379	1.12055	-0.239692	-1.2304	1.22443	0.759325	
-0.476271	1.12136	-0.239885	-1.22984	1.22489	0.760195	
-0.475242	1.12207	-0.240266	-1.22924	1.2254	0.760758	
-0.474139	1.12276	-0.241086	-1.22843	1.2261	0.760884	
-0.47301	1.12335	-0.242159	-1.22748	1.22694	0.760652	
-0.471894	1.12372	-0.243293	-1.22645	1.22787	0.760141	
-0.470833	1.1238	-0.244329	-1.22539	1.22883	0.759428	
-0.469871	1.12354	-0.245117	-1.22437	1.22976	0.7586	
-0.469046	1.12288	-0.245505	-1.22345	1.23061	0.757753	
-0.468383	1.12184	-0.245452	-1.22267	1.23134	0.756923	
-0.467911	1.12046	-0.244949	-1.22205	1.23193	0.756151	
-0.467648	1.11878	-0.244019	-1.22162	1.23234	0.755465	
-0.467605	1.11688	-0.242729	-1.22139	1.23258	0.754875	
-0.467783	1.11492	-0.241262	-1.22135	1.23264	0.754336	
-0.468174	1.11299	-0.239751	-1.22148	1.23255	0.753827	
-0.468765	1.11126	-0.238435	-1.22175	1.23233	0.753282	
-0.469534	1.10986	-0.237456	-1.22214	1.23201	0.752678	
-0.470449	1.1089	-0.237012	-1.2226	1.23164	0.751951	
