-1,-1,-1,-1,58.1973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2.25266,62.2398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,45.0366,87.8221,10.7909,-1,3.14698,-1,45.8989,106.452,-1,-1,39.7289,-1,-1
-1,-1,60.2705,-1,112.525,-1,-1,-1,63.6184,8.69581,31.2642,-1,56.3084,-1,-1
91.6059,-1,29.1997,-1,53.1571,-1,-1,61.6207,-1,58.4578,-1,-1,-1,-1,-1
40.075,-1,68.2125,-1,59.6417,47.8297,42.2392,94.1904,70.6316,-1,-1,70.5178,60.0171,20.9567,-1
62.0916,-1,-1,87.5058,45.3585,-1,39.1572,-1,-1,89.7256,73.968,67.101,43.5605,-1,-1
60.0326,-1,-1,-1,107.13,12.4122,50.8483,13.0579,-1,-1,29.3535,-1,-1,-1,77.5052
55.3298,-1,21.4486,-1,7.50277,-1,-1,-1,-1,-1,42.2757,-1,-1,-1,4.19692
-1,-1,113.067,-1,64.1191,44.3438,85.1723,79.2987,-1,-1,-1,-1,6.02328,99.3025,-1
-1,50.8835,-1,45.9228,58.2333,79.1011,-1,-1,-1,-1,-1,-1,-1,60.6261,102.095
43.6111,14.3432,-1,-1,53.3876,32.4289,-1,111.572,-1,-1,54.8755,42.0245,-1,-1,71.0131
-1,37.4069,70.2383,42.5914,48.5943,46.0199,-1,-1,-1,107.205,109.807,68.0729,-1,-1,46.827
-1,-1,57.2218,-1,-1,42.7564,-1,-1,-1,-1,65.0365,36.5286,49.6421,-1,75.5267
-1,79.2766,62.6173,-1,77.2848,-1,76.7965,32.0267,-1,-1,114.633,3.03897,-1,71.5249,48.4928
65.5839,36.291,-1,-1,-1,-1,22.1727,50.3723,4.21175,87.2713,-1,74.7495,46.6684,41.2846,-1
-1,68.6681,-1,-1,-1,-1,45.8717,111.753,6.7126,-1,66.3099,-1,22.0885,-1,-1
