-1,-1,-1,92.6005,-1,-1,-1,65.9464,-1,-1
-1,-1,-1,-1,-1,47.9759,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
67.5265,-1,59.6525,-1,68.811,-1,-1,31.1033,81.0911,-1
60.9117,67.0407,-1,-1,69.4849,42.2964,83.0434,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61.8131,-1,-1,-1,63.1976,-1,-1,-1,-1,-1
-1,62.7909,71.4857,-1,70.0145,-1,-1,-1,-1,-1
-1,67.2705,-1,-1,11.9392,-1,43.024,-1,18.6018,-1
-1,-1,-1,-1,-1,-1,48.3852,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
73.042,19.9965,-1,-1,-1,31.3027,-1,-1,-1,-1
-1,64.8897,45.6912,59.0372,32.6209,65.3758,-1,75.8472,40.3148,-1
-1,87.2498,-1,-1,-1,-1,-1,-1,-1,-1
22.9067,-1,-1,47.9842,42.2594,-1,-1,53.6877,-1,17.8805
-1,-1,-1,-1,-1,74.7446,22.9838,46.839,58.2645,7.91172
-1,-1,-1,-1,-1,-1,45.3406,71.0907,-1,-1
3.10894,74.3547,-1,94.8762,-1,-1,-1,32.2612,-1,82.3697
59.8527,-1,-1,-1,-1,-1,-1,-1,-1,-1
58.7339,-1,19.7891,14.6155,62.7516,-1,-1,-1,-1,40.2011
49.8037,-1,-1,-1,-1,87.8763,27.9744,16.9655,-1,71.6697
-1,-1,-1,-1,48.9623,-1,64.6274,105.614,-1,-1
67.9572,-1,54.9671,-1,35.9646,-1,-1,-1,-1,53.9966
50.6686,-1,3.5779,-1,-1,30.9297,-1,-1,-1,1.66017
-1,-1,96.3615,-1,95.9666,-1,55.91,-1,-1,-1
-1,58.4882,-1,-1,-1,-1,58.5374,-1,-1,-1
-1,-1,-1,-1,73.0298,-1,-1,-1,-1,-1
-1,65.2454,-1,-1,52.4037,-1,-1,32.5917,-1,-1
66.1522,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,61.9132,-1,-1,-1,-1,-1,-1,-1,-1
37.1366,-1,60.9422,-1,-1,-1,-1,-1,-1,62.728
-1,-1,-1,-1,-1,59.9015,-1,-1,16.0761,48.9773
-1,-1,-1,-1,-1,19.0949,-1,-1,41.3141,-1
-1,-1,-1,-1,48.4601,-1,42.2425,-1,-1,-1
-1,-1,-1,75.4155,80.5718,-1,-1,-1,-1,-1
-1,12.9834,-1,-1,42.9769,87.7482,-1,-1,-1,-1
-1,-1,62.1684,-1,96.1641,-1,-1,-1,-1,-1
-1,28.8543,-1,62.3891,-1,-1,-1,69.9681,-1,-1
-1,-1,-1,-1,-1,-1,-1,51.0511,-1,12.8827
-1,-1,-1,-1,-1,-1,-1,-1,-1,26.3319
-1,-1,-1,-1,-1,-1,-1,-1,-1,100.03
-1,-1,-1,-1,-1,102.863,40.1538,-1,-1,-1
-1,-1,50.2631,59.7174,-1,-1,-1,-1,-1,-1
-1,32.9626,-1,51.8203,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,107.311,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4.21707
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,109.184,-1,58.732,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,64.6852,-1,-1
-1,-1,-1,55.8089,-1,-1,-1,-1,-1,-1
-1,-1,39.3301,108.353,-1,61.1217,69.8739,-1,-1,60.2228
-1,31.0285,37.2404,-1,20.302,-1,-1,-1,-1,-1
-1,-1,-1,-1,99.4954,-1,-1,-1,-1,-1
-1,-1,-1,-1,56.5592,28.7659,69.2263,-1,-1,34.3972
-1,-1,-1,-1,49.5593,-1,-1,58.679,15.2828,-1
50.4025,52.8069,-1,-1,105.514,-1,44.7995,-1,-1,-1
-1,61.3859,35.6264,1.28878,-1,100.041,-1,-1,-1,14.5253
-1,-1,-1,-1,-1,-1,-1,-1,-1,29.0718
-1,-1,-1,-1,-1,50.5874,-1,-1,79.2807,114.704
-1,-1,39.8871,106.749,-1,8.0334,81.0664,-1,-1,-1
-1,29.321,91.4676,-1,-1,-1,-1,36.1335,-1,70.6204
-1,82.1427,-1,-1,-1,107.779,-1,-1,-1,-1
2.06661,-1,-1,-1,-1,-1,-1,47.7093,-1,-1
-1,-1,-1,-1,4.80622,-1,-1,-1,-1,-1
-1,50.8586,-1,-1,35.887,-1,-1,-1,-1,-1
-1,42.5587,62.4815,-1,-1,-1,-1,-1,-1,28.5751
-1,-1,13.3987,-1,-1,-1,-1,-1,-1,-1
-1,49.4759,-1,-1,24.7054,-1,-1,-1,68.1507,-1
28.9985,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,19.3766,-1,-1,-1,-1
