-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75.6234,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,77.7681,-1,-1,-1,-1,84.8463,-1,29.4909,-1,-1,-1,62.3259
-1,42.7627,40.6063,-1,-1,46.2009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,60.3708,-1,-1,-1,-1,62.2864,-1,-1,-1,-1,-1,35.1545,-1,-1,-1,-1,48.3784,31.8077
10.9298,-1,-1,-1,-1,97.5529,58.9195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.3599,14.6606,-1
95.2106,-1,-1,-1,-1,-1,36.1323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,42.8911,39.8456,-1,-1,-1,56.101,-1,-1,31.7146,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,51.6166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2.71299,-1,-1,-1,-1,-1,36.9001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53.2071
-1,-1,-1,-1,-1,-1,72.0841,-1,-1,-1,7.34933,48.872,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.1432
-1,86.8618,-1,-1,-1,-1,-1,-1,-1,-1,40.0833,-1,-1,-1,-1,-1,52.8884,-1,-1,-1
-1,-1,-1,-1,-1,28.6248,-1,-1,-1,-1,-1,-1,-1,43.7973,-1,-1,-1,-1,-1,-1
-1,41.4735,-1,52.2092,-1,-1,-1,-1,39.5827,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,48.6641,-1,11.1422,-1,-1,-1,5.02392,-1,-1,-1,-1,53.8803,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45.2294,-1,-1,-1
-1,84.5777,-1,-1,48.5497,-1,-1,-1,-1,-1,-1,92.9994,-1,9.46884,-1,1.95924,61.3132,-1,54.1615,-1
-1,-1,-1,-1,-1,73.1857,-1,42.3026,-1,-1,-1,-1,-1,38.689,55.8724,-1,20.0078,-1,-1,-1
-1,-1,-1,-1,-1,81.7915,-1,-1,61.1276,-1,-1,-1,-1,-1,27.8771,-1,-1,57.0518,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64.5225,57.1163,-1
64.6093,-1,-1,-1,-1,-1,-1,15.1706,-1,24.8892,-1,-1,-1,-1,52.0449,-1,-1,-1,-1,-1
-1,6.80857,-1,-1,-1,-1,-1,3.97218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,58.4518,-1,-1,-1,30.0614,-1,-1,-1,-1,90.8465,-1,-1
-1,-1,-1,-1,-1,-1,34.0406,-1,-1,-1,11.7378,68.7843,-1,-1,-1,-1,-1,-1,-1,66.3074
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72.9281,-1
-1,-1,-1,-1,-1,-1,57.6757,-1,-1,-1,-1,67.6786,-1,-1,48.0798,-1,-1,-1,-1,-1
-1,34.9474,-1,-1,-1,-1,-1,-1,-1,50.7192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,19.5079,50.9659,-1,-1,-1,-1,48.7675,-1,-1,-1,-1,-1,-1,59.3611,-1,-1,-1,-1
