-1,-1,-1,-1,-1,-1,-1,-1,49.8284,-1,-1,-1,-1,-1,-1,21.9673,-1,-1,49.6952,44.7722
52.9394,-1,95.6041,34.0466,-1,-1,-1,-1,-1,49.8248,-1,63.1153,-1,-1,-1,74.0587,-1,-1,-1,-1
-1,-1,-1,1.76721,34.7925,-1,-1,-1,88.8592,-1,-1,55.5754,-1,-1,-1,-1,-1,-1,-1,52.563
-1,-1,-1,-1,-1,37.1296,-1,-1,-1,-1,16.4517,-1,-1,-1,-1,40.8993,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,41.5114,-1,-1,-1,26.0687,-1,55.9929,-1,79.4932,-1,-1,1.59968,-1,-1
-1,-1,-1,-1,61.2458,-1,-1,4.9309,94.1317,-1,-1,-1,-1,43.8082,-1,-1,14.5262,-1,-1,-1
-1,-1,58.308,-1,-1,-1,52.4164,44.3552,-1,-1,-1,68.4296,-1,-1,61.3037,87.5714,-1,-1,13.7772,-1
50.4852,6.62428,-1,-1,-1,41.7245,-1,-1,71.4562,68.4785,29.6383,39.5261,-1,-1,-1,-1,25.476,-1,-1,4.39353
-1,66.7704,47.8347,-1,-1,41.7382,-1,-1,-1,106.059,-1,-1,-1,-1,66.9026,-1,78.9184,-1,-1,-1
-1,-1,-1,-1,-1,-1,45.713,-1,-1,-1,-1,44.594,-1,57.4729,-1,-1,-1,-1,-1,-1
43.281,-1,-1,72.9739,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66.8752,-1,-1,61.4075,-1,71.0171
-1,-1,-1,94.2685,46.7656,-1,-1,-1,-1,-1,105.902,-1,-1,-1,-1,-1,-1,-1,29.6382,-1
-1,-1,55.5298,-1,-1,19.3455,-1,-1,-1,-1,44.374,24.4112,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.0268,-1,-1,76.0877,-1,-1,-1,-1
31.6274,58.6207,-1,-1,-1,-1,20.2442,-1,-1,-1,-1,88.5575,-1,-1,-1,13.0953,-1,-1,-1,-1
62.0688,-1,-1,40.9735,-1,-1,-1,-1,-1,-1,-1,95.3494,-1,15.6882,-1,-1,-1,39.4682,18.421,-1
37.3637,-1,-1,29.2903,47.2807,73.7156,74.4942,-1,26.9316,80.4967,30.8531,89.9705,28.9817,-1,-1,-1,61.0076,-1,-1,-1
-1,-1,-1,58.1409,-1,-1,-1,71.279,73.2296,104.601,87.1946,-1,91.0856,76.3489,92.2776,-1,-1,-1,-1,-1
-1,-1,-1,45.7404,28.2129,-1,61.1431,-1,-1,-1,3.41007,-1,109.21,-1,-1,55.1781,28.2145,-1,-1,-1
-1,-1,-1,-1,-1,72.8936,-1,-1,-1,-1,-1,-1,27.0992,-1,-1,117.088,-1,5.5357,-1,-1
-1,-1,-1,-1,18.0252,-1,-1,20.3496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.2023
-1,114.896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46.2178
-1,-1,29.8596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49.3457,-1,-1,-1,-1,-1,24.0004
