-0.712895	1.25486	-0.37534	0.240861	-2.15722	0.645028	
-0.714121	1.2551	-0.375286	0.240467	-2.15732	0.646023	
-0.715347	1.25534	-0.375237	0.240072	-2.15741	0.647016	
-0.716573	1.25559	-0.375194	0.239676	-2.15751	0.648009	
-0.7178	1.25583	-0.375157	0.23928	-2.15759	0.649001	
-0.719025	1.25608	-0.375127	0.238883	-2.15768	0.649991	
-0.720251	1.25633	-0.375102	0.238485	-2.15777	0.650979	
-0.721482	1.25659	-0.375083	0.238084	-2.15785	0.651971	
-0.722707	1.25685	-0.37507	0.237684	-2.15793	0.652957	
-0.723933	1.25711	-0.375063	0.237284	-2.158	0.653942	
-0.724987	1.25759	-0.375311	0.236941	-2.15808	0.654791	
-0.725961	1.25856	-0.376061	0.236623	-2.15815	0.655576	
-0.726811	1.25989	-0.377101	0.23636	-2.15829	0.656286	
-0.727504	1.26145	-0.378289	0.236169	-2.15856	0.656908	
-0.728019	1.2631	-0.379378	0.236069	-2.15902	0.657445	
-0.728341	1.26471	-0.380238	0.23607	-2.15971	0.657894	
-0.728449	1.26614	-0.380686	0.236185	-2.16065	0.658251	
-0.728341	1.26732	-0.38067	0.236412	-2.16183	0.658509	
-0.728024	1.26821	-0.380187	0.236743	-2.16321	0.658661	
-0.727508	1.26876	-0.379273	0.237163	-2.16471	0.658696	
-0.726809	1.26899	-0.377985	0.237658	-2.16629	0.658611	
-0.725962	1.26896	-0.376512	0.238197	-2.16782	0.658397	
-0.724995	1.26873	-0.375038	0.238749	-2.16917	0.658039	
-0.72394	1.26838	-0.373747	0.239285	-2.17023	0.657531	
-0.722838	1.26802	-0.372853	0.239773	-2.17091	0.656872	
-0.721738	1.26774	-0.372566	0.240177	-2.17109	0.656067	
-0.720508	1.26748	-0.372572	0.240581	-2.17102	0.655084	
-0.719279	1.26722	-0.372583	0.240985	-2.17094	0.654101	
-0.718044	1.26697	-0.372601	0.241389	-2.17085	0.653112	
-0.716815	1.26671	-0.372624	0.241791	-2.17077	0.652127	
-0.715586	1.26646	-0.372654	0.242192	-2.17068	0.65114	
-0.714356	1.26621	-0.372689	0.242592	-2.17059	0.650151	
-0.713126	1.26597	-0.372731	0.242992	-2.1705	0.649161	
-0.711897	1.26573	-0.372778	0.243391	-2.1704	0.64817	
-0.710667	1.26549	-0.372832	0.243788	-2.1703	0.647178	
-0.70961	1.26532	-0.373172	0.244088	-2.16997	0.64625	
-0.708637	1.26526	-0.374116	0.244275	-2.16915	0.645238	
-0.707786	1.26522	-0.375455	0.244356	-2.16794	0.644207	
-0.707089	1.26512	-0.376971	0.244342	-2.16648	0.643218	
-0.706575	1.26487	-0.378479	0.244241	-2.16485	0.642326	
-0.70626	1.26444	-0.379793	0.244069	-2.1632	0.641583	
-0.706157	1.26376	-0.380726	0.243844	-2.16165	0.641037	
-0.706271	1.26283	-0.381215	0.243574	-2.16026	0.64071	
-0.706595	1.2617	-0.381228	0.243273	-2.1591	0.640618	
-0.707117	1.26039	-0.380767	0.242951	-2.1582	0.640762	
-0.707818	1.25899	-0.379882	0.242617	-2.15759	0.641134	
-0.708671	1.25763	-0.37876	0.242272	-2.15723	0.641699	
-0.709644	1.2564	-0.377531	0.241923	-2.15708	0.642422	
-0.7107	1.25546	-0.376443	0.241569	-2.15706	0.64325	
-0.711797	1.25491	-0.375642	0.241215	-2.15714	0.644139	
-0.712895	1.25486	-0.37534	0.240861	-2.15722	0.645028	
