-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
53.0576,-1,-1,-1,-1,-1,-1,-1,-1,-1
45.922,-1,-1,50.3503,-1,-1,-1,-1,-1,-1
6.56672,47.028,-1,-1,-1,-1,-1,77.7321,-1,-1
67.9976,50.9707,-1,82.7063,-1,4.0987,45.6659,49.1192,78.759,-1
27.2025,-1,28.0042,-1,-1,-1,46.5205,56.6343,18.5497,-1
74.6422,-1,-1,20.5164,-1,-1,-1,-1,65.736,-1
41.0336,-1,40.3568,-1,-1,-1,60.2617,59.4366,-1,-1
-1,-1,-1,-1,65.6781,51.1626,-1,-1,49.4605,-1
-1,-1,-1,-1,48.1245,54.5935,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,99.2676
-1,-1,44.4216,45.3853,-1,34.6796,-1,-1,-1,67.5703
66.8332,-1,39.7136,-1,-1,-1,39.4787,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,45.914,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,46.3538,-1,-1,-1
-1,-1,-1,75.6496,-1,44.9886,62.6885,49.4131,-1,-1
-1,-1,-1,-1,-1,-1,101.377,-1,-1,-1
-1,-1,-1,19.8317,-1,-1,32.1592,-1,-1,57.229
-1,51.9653,-1,98.6344,66.9392,27.2882,-1,-1,-1,-1
-1,58.5847,57.1428,-1,74.3232,66.5536,60.8094,-1,42.4951,-1
-1,54.0868,-1,59.1107,-1,-1,-1,-1,55.8775,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,46.7276,42.7908,-1,-1,-1,-1,-1,24.3035,-1
-1,-1,-1,-1,42.2469,68.8223,-1,-1,-1,-1
-1,99.0044,-1,-1,55.1106,51.8201,-1,10.5145,-1,31.7991
51.74,-1,-1,-1,-1,-1,52.3556,-1,-1,62.1485
-1,-1,-1,-1,79.1694,90.4683,30.7041,-1,-1,46.9232
42.2379,-1,63.3566,-1,80.7923,-1,86.4858,-1,50.1148,-1
33.5833,53.8993,-1,-1,66.1384,44.7383,-1,63.665,42.0756,66.561
63.8535,-1,56.7839,97.4342,81.4975,101.338,47.1837,66.1758,68.6701,80.7381
-1,-1,-1,81.4796,45.7668,-1,-1,-1,-1,-1
40.455,-1,53.1701,60.8765,51.6045,-1,-1,-1,-1,51.6736
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5.34208,-1,56.6494,-1,14.8516,-1,-1,98.2232,-1,7.83775
94.9749,65.7595,98.6512,38.7287,-1,53.9578,-1,61.8143,-1,-1
-1,91.839,101.192,91.1127,-1,-1,-1,5.26002,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44.5407,55.3465,-1,-1,-1,-1,68.7187,-1,-1,59.058
93.8534,-1,-1,-1,-1,-1,-1,28.5536,42.7136,94.4849
100.813,27.146,46.4287,80.2162,-1,65.8442,42.7794,-1,56.926,3.1234
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,53.6779,62.968,67.614,-1,39.7464,-1,85.1638,97.137,-1
-1,-1,-1,-1,31.6064,69.6842,54.6217,-1,-1,-1
56.2156,66.6852,25.914,-1,57.2932,-1,-1,-1,57.4892,-1
88.8204,-1,101.131,-1,-1,16.2729,-1,83.1323,57.2701,76.1662
99.2757,-1,-1,48.1627,76.9569,-1,-1,82.7278,-1,46.93
-1,-1,74.4328,-1,-1,67.8552,98.7058,99.3394,87.1051,-1
-1,77.7908,-1,-1,87.029,-1,101.195,93.0815,100.532,-1
