-1,-1,-1,-1,-1,64.3512,2.68386,-1,-1,-1,-1,-1,-1,41.9073,-1,-1,-1,-1,31.6517,23.8062
2.8999,-1,-1,-1,-1,-1,39.8992,99.5757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,55.7699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43.8986,-1,-1,-1,-1
-1,-1,46.8789,-1,40.3449,-1,-1,-1,72.031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,33.5138,-1,80.1345,-1,-1,-1,-1,-1,46.1522,-1,-1,-1,-1,-1,-1,-1
-1,48.1032,-1,-1,88.0866,-1,-1,-1,93.9605,-1,99.9417,-1,-1,-1,-1,-1,43.0251,-1,-1,61.3281
-1,-1,-1,-1,-1,10.0724,-1,53.0775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,57.1637,-1,-1,-1,-1,-1,-1,-1,-1,-1,42.5546,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,85.8273,-1,35.4908,-1,5.89029,-1,-1,-1,-1,-1,-1,-1,51.6061,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,115.406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36.259,-1,7.05651,-1,-1,-1,-1,-1,-1,108.29,79.1137,-1,-1,24.8537,-1,15.3197,-1,-1,-1,-1
-1,-1,30.5511,-1,-1,-1,56.5682,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.1154,-1,73.0947,-1
-1,-1,-1,-1,-1,39.0463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,74.5543,-1,-1,-1,-1,-1,58.1221,-1,-1,-1,-1,58.5126,-1,70.1516,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,65.7038,-1,-1,-1,-1,-1,43.5271,-1,-1,-1,-1,-1,-1
